source,destination,weather,congestion,distance,cargo,risk
Rio de Janeiro,Jeddah,5,2,7296,fragile,81
Rio de Janeiro,Istanbul,5,1,10984,fragile,73
Rio de Janeiro,Hamburg,2,5,7038,fragile,75
Rio de Janeiro,Rotterdam,1,2,8242,fragile,41
Rio de Janeiro,Antwerp,3,4,3120,normal,67
Rio de Janeiro,London,4,1,9810,fragile,63
Rio de Janeiro,Le Havre,4,3,3064,normal,69
Rio de Janeiro,Barcelona,3,2,1872,normal,51
Rio de Janeiro,Genoa,5,3,11695,fragile,89
Rio de Janeiro,Athens,5,2,4140,fragile,81
Rio de Janeiro,New York,4,2,1279,fragile,71
Rio de Janeiro,Los Angeles,1,5,11304,fragile,65
Rio de Janeiro,San Francisco,2,2,3224,normal,41
Rio de Janeiro,Seattle,2,3,7945,normal,49
Rio de Janeiro,Houston,5,1,11535,fragile,73
Rio de Janeiro,Miami,5,2,5150,fragile,81
Rio de Janeiro,Vancouver,1,1,5431,normal,23
Rio de Janeiro,Toronto,3,1,1644,fragile,53
Rio de Janeiro,Montreal,4,3,5956,fragile,79
Rio de Janeiro,Sydney,3,3,9797,normal,59
Rio de Janeiro,Melbourne,2,4,10524,fragile,67
Rio de Janeiro,Auckland,3,2,1127,normal,51
Rio de Janeiro,Cape Town,5,3,5273,fragile,89
Rio de Janeiro,Durban,1,1,2681,normal,23
Rio de Janeiro,Lagos,2,3,5069,fragile,59
Rio de Janeiro,Nairobi,4,3,3170,normal,69
Rio de Janeiro,Santos,2,1,5166,fragile,43
Rio de Janeiro,Rio de Janeiro,4,1,1435,normal,53
Rio de Janeiro,Buenos Aires,5,5,3421,fragile,105
Rio de Janeiro,Lima,3,2,6625,normal,51
Rio de Janeiro,Panama City,4,5,6834,fragile,95
Rio de Janeiro,Manila,1,5,11059,fragile,65
Rio de Janeiro,Ho Chi Minh City,4,3,8312,normal,69
Rio de Janeiro,Kuala Lumpur,2,1,11412,fragile,43
Buenos Aires,Mumbai,1,1,8109,fragile,33
Buenos Aires,Chennai,4,3,2950,fragile,79
Buenos Aires,Kolkata,4,3,6008,fragile,79
Buenos Aires,Delhi,5,2,5894,fragile,81
Buenos Aires,Visakhapatnam,3,4,6721,fragile,77
Buenos Aires,Singapore,4,4,11879,normal,77
Buenos Aires,Shanghai,2,5,5318,normal,65
Buenos Aires,Shenzhen,3,2,4932,normal,51
Buenos Aires,Guangzhou,1,5,7901,normal,55
Buenos Aires,Hong Kong,2,2,5495,normal,41
Buenos Aires,Tokyo,1,3,11708,normal,39
Buenos Aires,Osaka,3,1,3750,fragile,53
Buenos Aires,Busan,1,3,8778,fragile,49
Buenos Aires,Bangkok,5,4,9699,fragile,97
Buenos Aires,Jakarta,4,4,10183,normal,77
Buenos Aires,Dubai,3,2,4141,normal,51
Buenos Aires,Doha,3,3,9057,normal,59
Buenos Aires,Riyadh,5,2,10378,fragile,81
Buenos Aires,Jeddah,2,4,1058,fragile,67
Buenos Aires,Istanbul,2,1,3191,normal,33
Buenos Aires,Hamburg,2,5,7313,fragile,75
Buenos Aires,Rotterdam,3,2,2084,fragile,61
Buenos Aires,Antwerp,3,1,10820,normal,43
Buenos Aires,London,5,1,8525,fragile,73
Buenos Aires,Le Havre,5,3,6901,normal,79
Buenos Aires,Barcelona,5,1,8096,normal,63
Buenos Aires,Genoa,2,1,6230,normal,33
Buenos Aires,Athens,1,3,3027,normal,39
Buenos Aires,New York,1,3,6651,fragile,49
Buenos Aires,Los Angeles,4,2,5360,fragile,71
Buenos Aires,San Francisco,1,5,2900,fragile,65
Buenos Aires,Seattle,3,5,7238,normal,75
Buenos Aires,Houston,4,2,9150,fragile,71
Buenos Aires,Miami,3,3,3259,fragile,69
Buenos Aires,Vancouver,3,3,4636,normal,59
Buenos Aires,Toronto,5,4,7352,fragile,97
Buenos Aires,Montreal,4,4,8820,fragile,87
Buenos Aires,Sydney,1,3,11253,normal,39
Buenos Aires,Melbourne,3,2,5248,fragile,61
Buenos Aires,Auckland,1,3,1157,fragile,49
Buenos Aires,Cape Town,4,5,6342,normal,85
Buenos Aires,Durban,1,5,7592,fragile,65
Buenos Aires,Lagos,5,5,10499,normal,95
Buenos Aires,Nairobi,2,4,6870,normal,57
Buenos Aires,Santos,5,4,6943,fragile,97
Buenos Aires,Rio de Janeiro,3,4,6009,normal,67
Buenos Aires,Buenos Aires,4,5,10970,normal,85
Buenos Aires,Lima,2,1,3037,fragile,43
Buenos Aires,Panama City,4,2,6657,fragile,71
Buenos Aires,Manila,1,4,11458,normal,47
Buenos Aires,Ho Chi Minh City,3,2,3548,fragile,61
Buenos Aires,Kuala Lumpur,3,1,6224,normal,43
Lima,Mumbai,3,3,6067,normal,59
Lima,Chennai,2,5,5005,normal,65
Lima,Kolkata,2,3,11034,fragile,59
Lima,Delhi,4,2,4455,fragile,71
Lima,Visakhapatnam,1,5,6578,normal,55
Lima,Singapore,3,1,8439,normal,43
Lima,Shanghai,5,3,10526,normal,79
Lima,Shenzhen,2,1,4901,normal,33
Lima,Guangzhou,4,5,11915,normal,85
Lima,Hong Kong,4,5,3091,normal,85
Lima,Tokyo,5,1,6703,normal,63
Lima,Osaka,5,4,10370,normal,87
Lima,Busan,1,3,4214,normal,39
Lima,Bangkok,4,4,4026,fragile,87
Lima,Jakarta,3,3,9380,normal,59
Lima,Dubai,5,1,9630,normal,63
Lima,Doha,3,1,10578,normal,43
Lima,Riyadh,1,1,3999,normal,23
Lima,Jeddah,1,4,9288,fragile,57
Lima,Istanbul,4,4,1032,normal,77
Lima,Hamburg,4,2,4000,normal,61
Lima,Rotterdam,3,1,9499,fragile,53
Lima,Antwerp,3,1,1964,fragile,53
Lima,London,5,2,5741,normal,71
Lima,Le Havre,5,2,11671,normal,71
Lima,Barcelona,1,5,8630,normal,55
Lima,Genoa,1,1,5041,normal,23
Lima,Athens,1,5,5044,fragile,65
Lima,New York,4,5,4406,normal,85
Lima,Los Angeles,3,3,9349,fragile,69
Lima,San Francisco,4,4,3504,fragile,87
Lima,Seattle,4,2,10439,normal,61
Lima,Houston,3,2,10240,fragile,61
Lima,Miami,5,5,4839,fragile,105
Lima,Vancouver,2,4,7326,normal,57
Lima,Toronto,2,1,7747,normal,33
Lima,Montreal,4,5,4984,normal,85
Lima,Sydney,4,3,11012,fragile,79
Lima,Melbourne,3,2,4429,fragile,61
Lima,Auckland,5,4,7807,fragile,97
Lima,Cape Town,3,5,2104,normal,75
Lima,Durban,4,4,5141,fragile,87
Lima,Lagos,5,5,8437,fragile,105
Lima,Nairobi,1,4,10682,fragile,57
Lima,Santos,2,3,4032,normal,49
Lima,Rio de Janeiro,4,5,2173,normal,85
Lima,Buenos Aires,3,3,5650,fragile,69
Lima,Lima,3,4,7400,fragile,77
Lima,Panama City,1,5,9604,fragile,65
Lima,Manila,4,5,8046,fragile,95
Lima,Ho Chi Minh City,5,5,6105,normal,95
Lima,Kuala Lumpur,1,3,9722,fragile,49
Panama City,Mumbai,3,1,10798,fragile,53
Panama City,Chennai,4,1,8263,normal,53
Panama City,Kolkata,1,1,5488,normal,23
Panama City,Delhi,3,1,2278,normal,43
Panama City,Visakhapatnam,1,5,4438,normal,55
Panama City,Singapore,1,5,9601,fragile,65
Panama City,Shanghai,3,4,3008,normal,67
Panama City,Shenzhen,2,3,1418,normal,49
Panama City,Guangzhou,3,5,10994,fragile,85
Panama City,Hong Kong,3,2,9829,normal,51
Panama City,Tokyo,1,3,10162,normal,39
Panama City,Osaka,5,2,10211,fragile,81
Panama City,Busan,4,4,7700,fragile,87
Panama City,Bangkok,1,2,4133,normal,31
Panama City,Jakarta,1,1,1137,fragile,33
Panama City,Dubai,5,3,8843,fragile,89
Panama City,Doha,2,2,5924,fragile,51
Panama City,Riyadh,1,3,5496,normal,39
Panama City,Jeddah,2,4,8948,normal,57
Panama City,Istanbul,5,4,9474,normal,87
Panama City,Hamburg,3,1,8667,normal,43
Panama City,Rotterdam,4,2,8799,fragile,71
Panama City,Antwerp,1,1,6276,normal,23
Panama City,London,4,5,8689,fragile,95
Panama City,Le Havre,4,1,9305,fragile,63
Panama City,Barcelona,1,5,2002,fragile,65
Panama City,Genoa,5,4,6411,normal,87
Panama City,Athens,2,3,5321,normal,49
Panama City,New York,3,1,3362,fragile,53
Panama City,Los Angeles,4,5,3452,fragile,95
Panama City,San Francisco,3,3,3860,fragile,69
Panama City,Seattle,5,4,6403,fragile,97
Panama City,Houston,2,1,7818,normal,33
Panama City,Miami,3,4,3962,fragile,77
Panama City,Vancouver,5,2,8788,normal,71
Panama City,Toronto,1,4,8035,fragile,57
Panama City,Montreal,1,5,1647,fragile,65
Panama City,Sydney,5,3,3137,fragile,89
Panama City,Melbourne,2,3,6217,normal,49
Panama City,Auckland,1,5,1641,fragile,65
Panama City,Cape Town,3,4,4949,fragile,77
Panama City,Durban,1,2,3440,normal,31
Panama City,Lagos,2,5,2515,normal,65
Panama City,Nairobi,5,1,6967,normal,63
Panama City,Santos,3,4,4267,fragile,77
Panama City,Rio de Janeiro,4,3,10235,normal,69
Panama City,Buenos Aires,1,5,5906,fragile,65
Panama City,Lima,1,1,5114,fragile,33
Panama City,Panama City,4,2,9201,fragile,71
Panama City,Manila,3,2,9168,normal,51
Panama City,Ho Chi Minh City,4,3,11718,fragile,79
Panama City,Kuala Lumpur,5,4,10398,fragile,97
Manila,Mumbai,3,2,2945,fragile,61
Manila,Chennai,2,5,3949,normal,65
Manila,Kolkata,3,1,6138,normal,43
Manila,Delhi,3,2,11958,fragile,61
Manila,Visakhapatnam,3,3,3668,normal,59
Manila,Singapore,1,3,1625,normal,39
Manila,Shanghai,5,4,5787,normal,87
Manila,Shenzhen,1,3,8284,fragile,49
Manila,Guangzhou,4,1,5682,normal,53
Manila,Hong Kong,5,3,5455,fragile,89
Manila,Tokyo,3,5,1546,fragile,85
Manila,Osaka,2,5,8559,normal,65
Manila,Busan,2,1,2693,fragile,43
Manila,Bangkok,2,5,5410,fragile,75
Manila,Jakarta,4,2,10288,fragile,71
Manila,Dubai,2,3,7262,normal,49
Manila,Doha,1,1,2398,fragile,33
Manila,Riyadh,3,1,1354,fragile,53
Manila,Jeddah,2,2,6277,fragile,51
Manila,Istanbul,1,3,2154,fragile,49
Manila,Hamburg,2,4,1838,fragile,67
Manila,Rotterdam,1,2,11450,fragile,41
Manila,Antwerp,4,2,10328,normal,61
Manila,London,3,2,6707,fragile,61
Manila,Le Havre,1,1,10965,fragile,33
Manila,Barcelona,4,5,9025,normal,85
Manila,Genoa,2,5,5332,fragile,75
Manila,Athens,3,3,11011,normal,59
Manila,New York,1,2,5701,normal,31
Manila,Los Angeles,5,5,7592,fragile,105
Manila,San Francisco,2,4,2207,normal,57
Manila,Seattle,4,5,5314,normal,85
Manila,Houston,5,4,2627,fragile,97
Manila,Miami,1,4,1243,fragile,57
Manila,Vancouver,2,1,9258,normal,33
Manila,Toronto,4,2,4221,fragile,71
Manila,Montreal,2,4,8379,normal,57
Manila,Sydney,2,1,4269,normal,33
Manila,Melbourne,4,2,1936,normal,61
Manila,Auckland,5,1,8387,normal,63
Manila,Cape Town,5,5,8808,fragile,105
Manila,Durban,1,5,7350,fragile,65
Manila,Lagos,1,2,5319,normal,31
Manila,Nairobi,5,5,1819,fragile,105
Manila,Santos,1,3,2327,normal,39
Manila,Rio de Janeiro,1,5,5653,fragile,65
Manila,Buenos Aires,4,1,4871,fragile,63
Manila,Lima,5,4,4953,fragile,97
Manila,Panama City,1,4,8358,normal,47
Manila,Manila,1,3,6268,normal,39
Manila,Ho Chi Minh City,2,2,2666,normal,41
Manila,Kuala Lumpur,5,1,1475,normal,63
Ho Chi Minh City,Mumbai,2,1,5200,fragile,43
Ho Chi Minh City,Chennai,2,1,3357,normal,33
Ho Chi Minh City,Kolkata,1,2,7196,fragile,41
Ho Chi Minh City,Delhi,2,1,5935,fragile,43
Ho Chi Minh City,Visakhapatnam,5,1,7331,normal,63
Ho Chi Minh City,Singapore,2,4,11882,fragile,67
Ho Chi Minh City,Shanghai,4,3,7642,normal,69
Ho Chi Minh City,Shenzhen,3,4,9241,fragile,77
Ho Chi Minh City,Guangzhou,1,2,2401,fragile,41
Ho Chi Minh City,Hong Kong,1,1,1075,fragile,33
Ho Chi Minh City,Tokyo,5,2,9475,normal,71
Ho Chi Minh City,Osaka,1,1,8601,normal,23
Ho Chi Minh City,Busan,5,1,9577,fragile,73
Ho Chi Minh City,Bangkok,3,2,3419,fragile,61
Ho Chi Minh City,Jakarta,1,1,9543,fragile,33
Ho Chi Minh City,Dubai,1,2,5640,normal,31
Ho Chi Minh City,Doha,4,4,1690,fragile,87
Ho Chi Minh City,Riyadh,1,2,3211,normal,31
Ho Chi Minh City,Jeddah,1,1,3383,fragile,33
Ho Chi Minh City,Istanbul,1,3,11723,fragile,49
Ho Chi Minh City,Hamburg,1,5,4959,normal,55
Ho Chi Minh City,Rotterdam,3,1,3612,normal,43
Ho Chi Minh City,Antwerp,1,3,4775,normal,39
Ho Chi Minh City,London,2,3,9144,fragile,59
Ho Chi Minh City,Le Havre,3,4,3153,fragile,77
Ho Chi Minh City,Barcelona,4,4,5757,fragile,87
Ho Chi Minh City,Genoa,3,2,9329,fragile,61
Ho Chi Minh City,Athens,2,3,9696,fragile,59
Ho Chi Minh City,New York,4,5,4343,normal,85
Ho Chi Minh City,Los Angeles,1,4,2163,fragile,57
Ho Chi Minh City,San Francisco,1,1,8643,fragile,33
Ho Chi Minh City,Seattle,3,1,5601,fragile,53
Ho Chi Minh City,Houston,1,3,3116,fragile,49
Ho Chi Minh City,Miami,5,5,8506,normal,95
Ho Chi Minh City,Vancouver,1,3,10078,fragile,49
Ho Chi Minh City,Toronto,3,2,3335,fragile,61
Ho Chi Minh City,Montreal,5,3,7421,normal,79
Ho Chi Minh City,Sydney,5,4,2873,normal,87
Ho Chi Minh City,Melbourne,4,2,5996,fragile,71
Ho Chi Minh City,Auckland,3,3,9997,fragile,69
Ho Chi Minh City,Cape Town,4,4,5511,normal,77
Ho Chi Minh City,Durban,2,1,10598,normal,33
Ho Chi Minh City,Lagos,1,2,8390,normal,31
Ho Chi Minh City,Nairobi,5,5,3201,fragile,105
Ho Chi Minh City,Santos,1,5,3382,normal,55
Ho Chi Minh City,Rio de Janeiro,3,5,3652,normal,75
Ho Chi Minh City,Buenos Aires,5,2,11459,fragile,81
Ho Chi Minh City,Lima,5,5,7205,fragile,105
Ho Chi Minh City,Panama City,4,1,5852,normal,53
Ho Chi Minh City,Manila,2,1,1204,fragile,43
Ho Chi Minh City,Ho Chi Minh City,1,1,11389,fragile,33
Ho Chi Minh City,Kuala Lumpur,3,4,10891,normal,67
Kuala Lumpur,Mumbai,5,3,3250,fragile,89
Kuala Lumpur,Chennai,3,3,4393,fragile,69
Kuala Lumpur,Kolkata,3,1,8632,fragile,53
Kuala Lumpur,Delhi,2,5,4283,fragile,75
Kuala Lumpur,Visakhapatnam,3,5,3645,fragile,85
Kuala Lumpur,Singapore,4,5,11215,normal,85
Kuala Lumpur,Shanghai,5,3,9735,normal,79
Kuala Lumpur,Shenzhen,4,3,4108,normal,69
Kuala Lumpur,Guangzhou,4,5,4621,fragile,95
Kuala Lumpur,Hong Kong,3,1,3561,fragile,53
Kuala Lumpur,Tokyo,4,2,7993,fragile,71
Kuala Lumpur,Osaka,1,5,6429,fragile,65
Kuala Lumpur,Busan,1,1,9804,fragile,33
Kuala Lumpur,Bangkok,3,3,3719,fragile,69
Kuala Lumpur,Jakarta,1,2,11417,fragile,41
Kuala Lumpur,Dubai,2,1,10029,fragile,43
Kuala Lumpur,Doha,3,5,11553,normal,75
Kuala Lumpur,Riyadh,5,3,8976,fragile,89
Kuala Lumpur,Jeddah,5,4,1147,normal,87
Kuala Lumpur,Istanbul,4,3,3110,normal,69
Kuala Lumpur,Hamburg,5,5,9547,normal,95
Kuala Lumpur,Rotterdam,4,1,6018,fragile,63
Kuala Lumpur,Antwerp,2,1,2584,normal,33
Kuala Lumpur,London,4,1,3089,normal,53
Kuala Lumpur,Le Havre,4,3,5029,fragile,79
Kuala Lumpur,Barcelona,4,5,2447,normal,85
Kuala Lumpur,Genoa,3,2,1375,normal,51
Kuala Lumpur,Athens,3,4,3086,fragile,77
Kuala Lumpur,New York,2,5,7586,fragile,75
Kuala Lumpur,Los Angeles,2,2,5411,fragile,51
Kuala Lumpur,San Francisco,5,2,1346,normal,71
Kuala Lumpur,Seattle,5,5,8525,normal,95
Kuala Lumpur,Houston,2,3,6359,fragile,59
Kuala Lumpur,Miami,4,3,9420,fragile,79
Kuala Lumpur,Vancouver,4,2,9311,normal,61
Kuala Lumpur,Toronto,1,4,9272,fragile,57
Kuala Lumpur,Montreal,5,2,6143,normal,71
Kuala Lumpur,Sydney,3,3,2622,fragile,69
Kuala Lumpur,Melbourne,5,5,8852,fragile,105
Kuala Lumpur,Auckland,2,2,3322,normal,41
Kuala Lumpur,Cape Town,4,1,8216,normal,53
Kuala Lumpur,Durban,2,4,9678,fragile,67
Kuala Lumpur,Lagos,5,1,6053,fragile,73
Kuala Lumpur,Nairobi,2,5,3878,fragile,75
Kuala Lumpur,Santos,1,2,6987,normal,31
Kuala Lumpur,Rio de Janeiro,4,2,2446,fragile,71
Kuala Lumpur,Buenos Aires,1,2,7948,fragile,41
Kuala Lumpur,Lima,5,4,6924,fragile,97
Kuala Lumpur,Panama City,3,5,11911,normal,75
Kuala Lumpur,Manila,2,5,1321,normal,65
Kuala Lumpur,Ho Chi Minh City,4,1,7830,normal,53
Kuala Lumpur,Kuala Lumpur,5,4,3602,fragile,97
